level_0,index,Date,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindSpeed9am,Humidity9am,Cloud9am,RainToday,RainTomorrow,AverageTemp,day_of_week,month,index,Rainfall_prev,Evaporation_prev,Sunshine_prev,WindGustSpeed_prev,WindSpeed9am_prev,Humidity9am_prev,Cloud9am_prev,RainToday_prev,AverageTemp_prev,WindGustDir_N,WindGustDir_S,WindGustDir_E,WindGustDir_W,index,Location_Changi,Location_Sentosa,Location_Tuas,Location_Woodlands,Pressure9am_HIGH,Pressure9am_LOW,Pressure9am_MED
4464,3239,2012-03-24,0.0,8.4,7.2,NE,33.0,13.0,49.0,4.0,0,0,32.2,5,3,4464,1.542857142857142,3.3714285714285706,4.1142857142857165,47.0,21.0,66.57142857142857,4.714285714285714,0.42857142857142855,27.8,1,0,1,0,4464,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4465,9855,2012-03-25,0.0,6.6,2.7,S,30.0,6.0,69.0,7.0,0,0,31.7,6,3,4465,2.199999999999999,2.5714285714285703,5.642857142857146,39.57142857142857,19.857142857142858,69.0,4.857142857142857,0.5714285714285714,27.67142857142857,0,1,0,0,4465,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4466,8212,2012-03-26,0.0,4.0,10.8,SSW,35.0,11.0,64.0,1.0,0,0,31.4,0,3,4466,1.914285714285713,2.542857142857142,4.971428571428574,43.285714285714285,21.142857142857142,71.42857142857143,5.0,0.42857142857142855,27.942857142857143,0,1,0,1,4466,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4467,11318,2012-03-27,0.0,5.4,10.8,SSW,35.0,9.0,66.0,0.0,0,0,30.9,1,3,4467,2.114285714285713,2.7428571428571424,4.885714285714288,46.57142857142857,24.0,68.71428571428571,5.714285714285714,0.5714285714285714,27.714285714285715,0,1,0,1,4467,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4468,6557,2012-03-28,0.0,5.8,11.0,ENE,48.0,11.0,61.0,1.0,0,0,32.4,2,3,4468,2.1714285714285704,2.8571428571428568,5.500000000000002,40.0,17.571428571428573,70.0,6.428571428571429,0.5714285714285714,27.442857142857147,1,0,1,0,4468,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4469,7940,2012-03-29,0.0,8.2,10.4,SW,43.0,9.0,52.0,1.0,0,0,33.4,3,3,4469,1.3714285714285703,2.6857142857142846,5.4142857142857155,44.714285714285715,18.0,67.42857142857143,6.285714285714286,0.42857142857142855,27.628571428571426,0,1,0,1,4469,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4470,12132,2012-03-30,0.2,8.0,8.0,SW,43.0,13.0,48.0,7.0,0,0,30.9,4,3,4470,0.9714285714285704,4.0857142857142845,6.22857142857143,51.0,23.571428571428573,59.57142857142857,6.285714285714286,0.2857142857142857,28.12857142857143,0,1,0,1,4470,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4471,5113,2012-03-31,0.0,6.6,9.3,SW,31.0,7.0,56.0,6.0,0,0,29.0,5,3,4471,1.057142857142856,4.942857142857142,6.242857142857145,55.42857142857143,22.0,58.142857142857146,6.285714285714286,0.2857142857142857,28.285714285714285,0,1,0,1,4471,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4472,7073,2012-04-01,0.0,4.0,5.0,WNW,41.0,9.0,72.0,7.0,0,0,30.1,6,4,4472,1.599999999999999,5.485714285714286,7.014285714285715,64.71428571428571,26.285714285714285,54.142857142857146,5.619047619047619,0.2857142857142857,27.95714285714286,1,0,0,1,4472,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4473,1490,2012-04-02,0.6,3.8,-4.1,WNW,46.0,15.0,61.0,7.0,0,1,31.9,0,4,4473,1.5714285714285705,5.628571428571428,7.7428571428571455,62.142857142857146,23.857142857142858,52.285714285714285,5.619047619047619,0.2857142857142857,27.942857142857143,1,0,0,1,4473,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4474,13,2012-04-03,4.6,4.6,6.8,NW,37.0,13.0,76.0,6.0,1,0,32.3,1,4,4474,1.3714285714285706,5.628571428571428,8.057142857142859,61.285714285714285,22.285714285714285,51.714285714285715,5.3809523809523805,0.14285714285714285,28.442857142857143,1,0,0,1,4474,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4475,3097,2012-04-04,0.0,5.4,7.0,WNW,39.0,13.0,61.0,6.0,0,1,32.4,2,4,4475,1.3142857142857134,5.971428571428571,8.285714285714288,67.14285714285714,26.571428571428573,47.857142857142854,4.666666666666666,0.14285714285714285,29.300000000000004,1,0,0,1,4475,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4476,12304,2012-04-05,12.6,3.2,8.7,N,30.333333333333332,9.0,83.0,7.0,1,0,30.5,3,4,4476,2.028571428571428,5.6,7.642857142857145,57.42857142857143,23.714285714285715,51.42857142857143,5.238095238095238,0.2857142857142857,29.185714285714287,1,0,0,0,4476,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4477,12172,2012-04-06,0.0,7.8,9.9,ENE,37.0,9.0,55.0,5.0,0,0,29.4,4,4,4477,2.028571428571428,4.314285714285714,7.7428571428571455,53.285714285714285,19.571428571428573,57.142857142857146,4.523809523809524,0.2857142857142857,28.642857142857142,1,0,1,0,4477,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4478,4175,2012-04-07,0.0,6.2,9.8,ESE,44.0,11.0,42.0,1.0,0,0,31.1,5,4,4478,2.8571428571428563,3.657142857142856,6.571428571428574,49.285714285714285,21.142857142857142,57.57142857142857,4.3809523809523805,0.42857142857142855,28.385714285714283,0,1,1,0,4478,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4479,7226,2012-04-08,0.0,6.4,10.3,ESE,28.0,7.0,53.0,5.0,0,0,32.2,6,4,4479,1.9999999999999993,3.5428571428571423,5.500000000000002,44.0,17.428571428571427,62.0,4.904761904761904,0.42857142857142855,28.4,0,1,1,0,4479,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4480,11675,2012-04-09,0.0,4.4,7.8,SW,20.0,6.0,99.0,8.0,0,0,31.1,0,4,4480,2.228571428571428,4.142857142857142,4.4857142857142875,49.0,23.857142857142858,57.285714285714285,4.904761904761904,0.5714285714285714,28.585714285714285,0,1,0,1,4480,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4481,10536,2012-04-10,0.0,3.6,10.4,NE,31.0,13.0,44.0,6.0,0,0,33.2,1,4,4481,2.228571428571428,4.199999999999999,3.2571428571428593,51.714285714285715,24.428571428571427,58.0,5.428571428571429,0.5714285714285714,28.428571428571427,1,0,1,0,4481,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4482,10383,2012-04-11,0.0,7.4,9.6,NNE,26.0,13.0,26.0,7.0,0,0,32.9,2,4,4482,2.5142857142857133,3.6285714285714277,2.32857142857143,47.714285714285715,22.285714285714285,62.714285714285715,6.0,0.7142857142857143,27.628571428571426,1,0,1,0,4482,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4483,5439,2012-04-12,0.0,6.0,5.3,SW,22.0,4.0,47.0,7.0,0,0,31.7,3,4,4483,1.7999999999999994,3.8285714285714283,2.871428571428573,47.42857142857143,21.714285714285715,63.0,6.0,0.5714285714285714,27.814285714285713,0,1,0,1,4483,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4484,5537,2012-04-13,0.0,3.0,9.2,S,33.0,11.0,81.0,7.0,0,0,31.3,4,4,4484,2.399999999999999,4.3999999999999995,3.171428571428573,46.285714285714285,20.857142857142858,63.57142857142857,6.714285714285714,0.7142857142857143,27.814285714285717,0,1,0,0,4484,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4485,5927,2012-04-14,0.0,5.6,10.4,SW,31.0,4.0,67.0,1.0,0,0,30.2,5,4,4485,1.485714285714285,4.514285714285714,5.500000000000001,50.285714285714285,24.0,59.0,6.857142857142857,0.5714285714285714,28.128571428571426,0,1,0,1,4485,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4486,9046,2012-04-15,0.0,4.4,10.2,SW,24.0,0.0,68.0,0.0,0,0,30.2,6,4,4486,1.1428571428571421,4.914285714285713,5.82857142857143,54.285714285714285,29.285714285714285,53.285714285714285,6.714285714285714,0.42857142857142855,28.685714285714287,0,1,0,1,4486,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4487,4123,2012-04-16,0.0,5.8,10.2,SW,24.0,0.0,64.0,1.0,0,0,30.5,0,4,4487,0.885714285714285,5.057142857142856,6.414285714285716,52.42857142857143,25.285714285714285,55.42857142857143,6.428571428571429,0.2857142857142857,28.685714285714287,0,1,0,1,4487,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4488,2667,2012-04-17,0.0,3.0,9.8,NS,30.0,7.0,71.0,4.0,0,0,30.5,1,4,4488,1.628571428571428,5.0,7.757142857142859,50.0,22.714285714285715,57.42857142857143,6.285714285714286,0.42857142857142855,28.757142857142856,1,1,0,0,4488,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4489,10854,2012-04-18,0.0,4.0,6.8,WNW,41.0,17.0,54.0,2.0,0,1,29.9,2,4,4489,1.342857142857142,5.285714285714286,8.885714285714288,51.285714285714285,24.857142857142858,54.0,5.571428571428571,0.2857142857142857,29.457142857142856,1,0,0,1,4489,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4490,12351,2012-04-19,4.2,4.4,6.8,SSE,19.0,7.0,74.0,7.0,1,0,29.8,3,4,4490,1.342857142857142,6.571428571428571,8.242857142857144,58.42857142857143,30.714285714285715,47.42857142857143,5.428571428571429,0.2857142857142857,30.114285714285717,0,1,1,0,4490,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4491,3974,2012-04-20,0.0,1.4,8.8,SSW,37.0,6.0,55.0,1.0,0,0,29.2,4,4,4491,1.1999999999999993,6.799999999999999,7.185714285714288,63.714285714285715,32.57142857142857,48.285714285714285,5.428571428571429,0.2857142857142857,30.199999999999996,0,1,0,1,4491,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4492,9185,2012-04-21,0.0,5.2,6.2,SW,28.0,0.0,63.0,7.0,0,0,28.5,5,4,4492,1.285714285714285,6.799999999999999,6.000000000000001,60.285714285714285,30.714285714285715,54.142857142857146,5.428571428571429,0.2857142857142857,30.042857142857144,0,1,0,1,4492,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4493,12933,2012-04-22,0.2,2.4,9.5,NS,28.0,2.0,82.0,6.0,0,0,29.1,6,4,4493,1.285714285714285,6.3999999999999995,6.785714285714287,55.57142857142857,25.714285714285715,56.285714285714285,5.571428571428571,0.2857142857142857,29.928571428571427,1,1,0,0,4493,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4494,2353,2012-04-23,0.0,5.0,10.5,SSE,26.0,11.0,62.0,1.0,0,0,29.4,0,4,4494,1.285714285714285,6.0,7.685714285714288,54.285714285714285,28.142857142857142,55.857142857142854,5.714285714285714,0.2857142857142857,30.014285714285716,0,1,1,0,4494,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4495,9516,2012-04-24,0.0,6.2,8.7,NE,37.0,17.0,46.0,7.0,0,0,30.4,1,4,4495,0.5428571428571421,7.428571428571429,5.957142857142858,55.857142857142854,33.57142857142857,49.857142857142854,5.571428571428571,0.14285714285714285,30.442857142857147,1,0,1,0,4495,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4496,3090,2012-04-25,0.0,4.6,6.7,NE,30.0,9.0,45.0,6.0,0,0,32.0,2,4,4496,0.5428571428571421,7.485714285714286,4.371428571428573,56.857142857142854,31.0,53.285714285714285,6.333333333333334,0.14285714285714285,30.357142857142858,1,0,1,0,4496,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4497,4330,2012-04-26,0.0,3.8,9.4,NE,22.0,7.0,39.0,1.0,0,0,31.5,3,4,4497,0.7714285714285707,6.314285714285714,3.9857142857142875,49.714285714285715,25.428571428571427,60.285714285714285,6.6190476190476195,0.2857142857142857,29.842857142857138,1,0,1,0,4497,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4498,6976,2012-04-27,0.0,6.4,2.1,E,19.0,4.0,36.0,8.0,0,0,32.5,4,4,4498,0.5428571428571421,5.714285714285714,4.885714285714287,45.0,23.0,60.857142857142854,6.476190476190476,0.2857142857142857,30.071428571428573,0,0,1,0,4498,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4499,4388,2012-04-28,0.0,7.4,0.0,NW,31.0,9.0,25.0,8.0,0,1,32.2,5,4,4499,0.5142857142857136,5.485714285714286,5.885714285714287,49.0,24.571428571428573,56.714285714285715,5.904761904761905,0.2857142857142857,30.214285714285715,1,0,0,1,4499,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4500,6279,2012-04-29,40.8,2.2,8.7,WSW,39.0,7.0,81.0,3.0,1,1,31.1,6,4,4500,0.5142857142857136,5.885714285714285,5.9857142857142875,47.857142857142854,24.0,60.142857142857146,5.666666666666666,0.2857142857142857,30.08571428571429,0,1,0,1,4500,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4501,9721,2012-04-30,6.2,2.4,9.4,SSW,31.0,17.0,80.0,3.0,1,0,30.8,0,4,4501,0.5142857142857136,5.885714285714285,6.0428571428571445,48.857142857142854,25.0,60.42857142857143,5.571428571428571,0.2857142857142857,29.885714285714283,0,1,0,1,4501,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4502,12795,2012-05-01,0.0,3.0,9.9,NE,33.0,15.0,66.0,2.0,0,0,29.5,1,5,4502,1.285714285714285,5.942857142857142,7.157142857142858,53.142857142857146,26.428571428571427,61.142857142857146,5.857142857142857,0.42857142857142855,29.800000000000004,1,0,1,0,4502,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4503,4533,2012-05-02,0.0,4.8,9.5,ENE,35.0,11.0,52.0,3.0,0,0,30.3,2,5,4503,1.285714285714285,6.114285714285714,8.62857142857143,51.57142857142857,28.142857142857142,58.57142857142857,5.952380952380952,0.42857142857142855,29.400000000000002,1,0,1,0,4503,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4504,9666,2012-05-03,0.0,4.8,-8.4,NNE,35.0,11.0,47.0,2.0,0,1,32.1,3,5,4504,1.0571428571428565,6.657142857142857,9.957142857142857,52.285714285714285,28.428571428571427,56.142857142857146,5.238095238095238,0.2857142857142857,29.242857142857144,1,0,1,0,4504,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4505,10629,2012-05-04,6.4,3.4,0.0,NNE,17.0,0.0,96.0,8.0,1,1,30.6,4,5,4505,0.8285714285714277,6.942857142857142,9.085714285714287,51.714285714285715,28.714285714285715,54.285714285714285,5.238095238095238,0.14285714285714285,29.071428571428573,1,0,1,0,4505,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4506,12508,2012-05-05,11.2,1.6,-4.3,NNE,22.0,2.0,82.0,5.0,1,1,30.6,5,5,4506,0.8285714285714277,7.142857142857143,8.942857142857145,49.285714285714285,27.142857142857142,55.142857142857146,5.809523809523809,0.14285714285714285,29.085714285714285,1,0,1,0,4506,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4507,10906,2012-05-06,10.4,2.2,6.0,SSW,33.0,9.0,85.0,7.0,1,1,29.6,6,5,4507,0.8285714285714277,7.0,8.171428571428573,48.57142857142857,27.714285714285715,54.142857142857146,5.666666666666665,0.14285714285714285,29.17142857142857,0,1,0,1,4507,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4508,6265,2012-05-07,3.4,3.0,6.1,NW,52.0,13.0,70.0,6.0,1,1,29.6,0,5,4508,0.8285714285714277,6.7142857142857135,7.857142857142859,46.42857142857143,23.0,59.57142857142857,5.857142857142857,0.14285714285714285,28.97142857142857,1,0,0,1,4508,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4509,3047,2012-05-08,4.6,5.0,6.5,W,46.0,19.0,45.0,1.0,1,0,30.4,1,5,4509,0.17142857142857057,5.428571428571429,8.62857142857143,39.42857142857143,18.428571428571427,63.42857142857143,5.285714285714286,0.0,28.657142857142855,0,0,0,1,4509,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4510,7308,2012-05-09,0.6,2.6,3.9,NE,19.0,6.0,88.0,7.0,0,1,28.6,2,5,4510,0.17142857142857057,5.428571428571428,8.271428571428574,41.0,18.714285714285715,62.714285714285715,5.285714285714286,0.0,28.97142857142857,1,0,1,0,4510,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4511,5908,2012-05-10,11.6,0.8,5.0,SSW,20.0,0.0,94.0,7.0,1,0,29.6,3,5,4511,0.17142857142857057,6.485714285714285,8.12857142857143,47.142857142857146,21.142857142857142,62.285714285714285,5.714285714285714,0.0,29.24285714285714,0,1,0,1,4511,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4512,2051,2012-05-11,0.0,2.2,9.6,ESE,19.0,4.0,73.0,1.0,0,0,29.2,4,5,4512,0.17142857142857057,6.742857142857142,9.285714285714288,48.285714285714285,22.285714285714285,61.142857142857146,5.714285714285714,0.0,29.342857142857145,0,1,1,0,4512,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4513,6059,2012-05-12,0.0,3.2,9.4,NE,33.0,15.0,54.0,0.0,0,0,30.2,5,5,4513,0.11428571428571341,7.028571428571428,9.42857142857143,46.142857142857146,20.428571428571427,62.57142857142857,5.857142857142857,0.0,29.5,1,0,1,0,4513,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4514,9002,2012-05-13,0.0,4.0,6.3,WSW,30.0,6.0,76.0,5.0,0,0,29.3,6,5,4514,0.11428571428571341,7.257142857142857,10.042857142857144,49.285714285714285,22.285714285714285,61.0,6.095238095238095,0.0,30.08571428571429,0,1,0,1,4514,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4515,6663,2012-05-14,0.0,2.0,5.9,SW,31.0,7.0,93.0,7.0,0,0,29.0,0,5,4515,0.11428571428571341,8.2,9.42857142857143,47.42857142857143,22.285714285714285,59.0,5.6190476190476195,0.0,30.37142857142857,0,1,0,1,4515,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4516,4563,2012-05-15,0.6,1.0,4.6,SSE,22.0,6.0,90.0,6.0,0,0,28.7,1,5,4516,0.0,8.142857142857142,8.171428571428574,45.57142857142857,20.428571428571427,61.0,6.19047619047619,0.0,30.385714285714283,0,1,1,0,4516,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4517,3608,2012-05-16,0.2,1.6,9.5,SSW,19.0,7.0,80.0,1.0,0,0,28.3,2,5,4517,2.542857142857142,7.6,6.057142857142858,48.0,18.428571428571427,68.85714285714286,6.333333333333333,0.14285714285714285,30.3,0,1,0,1,4517,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4518,8881,2012-05-17,0.0,2.0,5.1,N,15.0,2.0,83.0,6.0,0,0,28.0,3,5,4518,3.2285714285714278,6.285714285714286,6.185714285714288,41.714285714285715,15.285714285714286,72.14285714285714,6.619047619047619,0.2857142857142857,30.5,1,0,0,0,4518,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4519,4658,2012-05-18,0.0,2.0,9.4,NE,20.0,7.0,74.0,1.0,0,0,29.1,4,5,4519,3.2285714285714278,6.3999999999999995,6.185714285714288,44.57142857142857,18.714285714285715,72.42857142857143,5.761904761904761,0.2857142857142857,31.357142857142858,1,0,1,0,4519,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4520,9493,2012-05-19,0.0,2.2,9.4,NE,24.0,7.0,64.0,0.0,0,0,29.1,5,5,4520,3.314285714285713,7.285714285714285,5.32857142857143,44.857142857142854,19.571428571428573,71.14285714285714,5.619047619047619,0.2857142857142857,31.914285714285715,1,0,1,0,4520,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4521,4692,2012-05-20,0.0,3.2,9.3,S,24.0,2.0,62.0,2.0,0,0,29.7,6,5,4521,3.314285714285713,7.371428571428571,6.057142857142859,44.57142857142857,16.571428571428573,71.42857142857143,5.3809523809523805,0.2857142857142857,31.657142857142855,0,1,0,0,4521,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4522,6863,2012-05-21,0.0,3.2,9.3,SW,22.0,6.0,63.0,0.0,0,0,29.3,0,5,4522,3.314285714285713,7.3428571428571425,7.000000000000001,46.714285714285715,17.857142857142858,68.14285714285714,5.476190476190475,0.2857142857142857,31.62857142857143,0,1,0,1,4522,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4523,8040,2012-05-22,0.0,3.0,9.4,S,35.0,9.0,77.0,0.0,0,0,27.9,1,5,4523,3.314285714285713,7.628571428571428,8.185714285714287,47.57142857142857,17.428571428571427,65.0,4.761904761904761,0.2857142857142857,32.17142857142857,0,1,0,0,4523,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4524,10041,2012-05-23,0.0,2.4,9.4,ESE,31.0,9.0,68.0,0.0,0,0,28.4,2,5,4524,0.7714285714285704,9.171428571428573,10.742857142857144,46.857142857142854,20.857142857142858,54.57142857142857,4.333333333333333,0.14285714285714285,32.971428571428575,0,1,1,0,4524,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4525,11155,2012-05-24,0.0,3.2,9.3,ENE,24.0,7.0,62.0,0.0,0,0,27.7,3,5,4525,0.0857142857142847,11.514285714285714,11.1,48.714285714285715,22.428571428571427,53.0,3.8095238095238093,0.0,33.05714285714286,1,0,1,0,4525,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4526,1282,2012-05-25,0.0,3.4,8.2,ENE,20.0,6.0,59.0,7.0,0,0,26.6,4,5,4526,0.0857142857142847,11.714285714285714,10.914285714285716,47.142857142857146,19.0,54.42857142857143,4.809523809523809,0.0,32.52857142857143,1,0,1,0,4526,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4527,1676,2012-05-26,0.0,1.0,9.0,ENE,17.0,4.0,57.0,6.0,0,0,27.5,5,5,4527,0.0,11.22857142857143,12.22857142857143,47.42857142857143,18.428571428571427,56.142857142857146,3.8095238095238093,0.0,32.34285714285714,1,0,1,0,4527,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4528,5773,2012-05-27,0.0,2.8,9.3,ESE,20.0,9.0,65.0,3.0,0,0,28.4,6,5,4528,0.0,11.114285714285714,11.342857142857143,49.0,18.285714285714285,56.42857142857143,4.047619047619047,0.0,32.628571428571426,0,1,1,0,4528,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4529,8386,2012-05-28,0.0,2.8,9.4,ENE,28.0,11.0,65.0,1.0,0,0,29.2,0,5,4529,0.028571428571427557,10.457142857142856,10.914285714285716,49.57142857142857,18.857142857142858,59.0,4.476190476190475,0.0,32.51428571428571,1,0,1,0,4529,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4530,7937,2012-05-29,0.0,3.0,9.4,NNE,30.0,11.0,56.0,0.0,0,0,28.1,1,5,4530,0.05714285714285613,10.542857142857143,10.885714285714288,49.0,19.285714285714285,59.142857142857146,4.333333333333333,0.0,32.17142857142857,1,0,1,0,4530,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4531,8667,2012-05-30,0.0,3.0,9.2,N,35.0,15.0,41.0,1.0,0,0,29.6,2,5,4531,0.05714285714285613,9.857142857142858,10.828571428571431,48.714285714285715,20.285714285714285,58.57142857142857,4.285714285714286,0.0,32.028571428571425,1,0,0,0,4531,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4532,11814,2012-05-31,0.0,3.2,5.1,NNW,35.0,9.0,40.0,3.0,0,1,29.6,3,5,4532,0.05714285714285613,8.942857142857141,9.514285714285716,49.42857142857143,20.571428571428573,56.57142857142857,4.190476190476191,0.0,31.842857142857145,1,0,0,1,4532,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4533,6890,2012-06-01,7.6,4.2,2.8,SSE,22.0,0.0,95.0,7.0,1,0,28.6,4,6,4533,0.05714285714285613,8.514285714285714,8.12857142857143,49.142857142857146,20.571428571428573,56.714285714285715,3.9047619047619047,0.0,31.642857142857142,0,1,1,0,4533,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4534,2961,2012-06-02,0.0,1.2,-8.2,NE,17.0,9.0,87.0,1.0,0,0,27.8,5,6,4534,0.05714285714285613,7.742857142857142,8.114285714285716,50.0,21.571428571428573,54.142857142857146,4.809523809523809,0.0,31.257142857142856,1,0,1,0,4534,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4535,1209,2012-06-03,0.0,2.8,4.6,NE,37.0,17.0,32.0,6.0,0,0,29.9,6,6,4535,0.05714285714285613,7.942857142857143,8.942857142857145,47.857142857142854,23.428571428571427,53.42857142857143,4.095238095238095,0.0,30.957142857142856,1,0,1,0,4535,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4536,2531,2012-06-04,0.0,4.0,0.9,ENE,35.0,15.0,47.0,7.0,0,0,30.4,0,6,4536,0.028571428571427557,8.542857142857143,9.442857142857145,45.714285714285715,20.714285714285715,52.857142857142854,3.9047619047619047,0.0,31.185714285714287,1,0,1,0,4536,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4537,2329,2012-06-05,0.0,4.0,6.0,NE,41.0,19.0,48.0,5.0,0,0,30.4,1,6,4537,0.0,8.6,9.142857142857142,48.42857142857143,20.0,54.42857142857143,4.619047619047619,0.0,31.728571428571428,1,0,1,0,4537,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4538,4948,2012-06-06,0.0,5.0,0.0,NE,41.0,15.0,58.0,8.0,0,1,28.7,2,6,4538,0.0,10.028571428571428,8.442857142857145,46.857142857142854,15.571428571428571,58.857142857142854,4.238095238095238,0.0,31.37142857142857,1,0,1,0,4538,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4539,9110,2012-06-07,13.4,1.4,-3.3,NE,37.0,13.0,92.0,6.0,1,1,29.1,3,6,4539,0.0,9.0,9.442857142857145,46.57142857142857,16.0,59.285714285714285,4.333333333333333,0.0,31.342857142857138,1,0,1,0,4539,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4540,1880,2012-06-08,15.8,1.2,5.9,NNE,17.0,11.0,93.0,2.0,1,0,28.9,4,6,4540,0.0,9.085714285714285,11.200000000000003,45.0,16.0,57.42857142857143,4.095238095238095,0.0,31.428571428571427,1,0,1,0,4540,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4541,8179,2012-06-09,0.6,0.6,2.0,NE,24.0,6.0,82.0,7.0,0,1,28.3,5,6,4541,0.0,9.714285714285714,10.900000000000002,44.714285714285715,14.142857142857142,60.285714285714285,4.19047619047619,0.0,31.685714285714287,1,0,1,0,4541,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4542,2801,2012-06-10,4.4,2.4,1.4,NW,70.0,30.0,86.0,8.0,1,1,30.0,6,6,4542,0.0,9.771428571428572,10.442857142857145,44.0,13.857142857142858,60.42857142857143,5.047619047619047,0.0,31.828571428571426,1,0,0,1,4542,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4543,12352,2012-06-11,5.0,0.2,-2.2,WSW,57.0,22.0,64.0,3.0,1,1,30.0,0,6,4543,0.0,9.714285714285714,10.414285714285715,45.57142857142857,16.571428571428573,59.42857142857143,4.952380952380952,0.0,31.842857142857138,0,1,0,1,4543,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4544,8000,2012-06-12,16.6,2.8,2.7,WNW,69.0,6.0,85.0,7.0,1,1,28.5,1,6,4544,0.0,9.857142857142858,10.757142857142858,45.857142857142854,20.428571428571427,59.57142857142857,4.095238095238095,0.0,31.671428571428574,1,0,0,1,4544,0.0,0.0,1.0,0.0,0.0,1.0,0.0
